1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,/,0 = 道,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,/,1 = 壁,,,,
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,/,2 = 階段,,,,
1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,,/,3 = 扉,,,,
1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,,/,4 = 鍵,,,,
1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,,/,5 = 破壊可能壁,,,,
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,
1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,,,,,,,
1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,,,,,,,
1,0,1,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,1,,,,,,,
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,
1,0,0,0,0,0,0,5,5,5,5,5,0,2,0,3,0,0,0,1,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,/,作成する際は画面下のマップを変更してください,,,,
